vaccine_time,vaccine_amount,A1-R1,A1-R2,A2-R1,A2-R2,A3-R1,A3-R2,A4-R1,A4-R2,A5-R1,A5-R2
7/24/22,0.00023423,0,0,357.6547617,53.00238118,301.4436635,55.72776507,135.3867849,59.5275008,71.00048951,56.02808188
7/25/22,0.00023423,0,0,357.6547617,53.00238118,301.4436635,55.72776507,135.3867849,59.5275008,71.00048951,56.02808188
7/26/22,0.00023423,0,0,357.6547617,53.00238118,301.4436635,55.72776507,135.3867849,59.5275008,71.00048951,56.02808188
7/27/22,0.000216268,0,0,372.547712,55.20943086,254.241362,47.00149515,80.82126673,35.53587614,89.90041741,70.94243972
7/28/22,0.000216268,0,0,372.547712,55.20943086,254.241362,47.00149515,80.82126673,35.53587614,89.90041741,70.94243972
7/29/22,0.000216268,0,0,372.547712,55.20943086,254.241362,47.00149515,80.82126673,35.53587614,89.90041741,70.94243972
7/30/22,0.000216268,0,0,372.547712,55.20943086,254.241362,47.00149515,80.82126673,35.53587614,89.90041741,70.94243972
7/31/22,0.000216268,0,0,372.547712,55.20943086,254.241362,47.00149515,80.82126673,35.53587614,89.90041741,70.94243972
8/1/22,0.000216268,0,0,372.547712,55.20943086,254.241362,47.00149515,80.82126673,35.53587614,89.90041741,70.94243972
8/2/22,0.000216268,0,0,372.547712,55.20943086,254.241362,47.00149515,80.82126673,35.53587614,89.90041741,70.94243972
8/3/22,0.000291047,0,0,449.0280509,66.54337774,358.1949364,66.21934935,170.0372286,74.76277144,94.64336505,74.68520631
8/4/22,0.000291047,0,0,449.0280509,66.54337774,358.1949364,66.21934935,170.0372286,74.76277144,94.64336505,74.68520631
8/5/22,0.000291047,0,0,449.0280509,66.54337774,358.1949364,66.21934935,170.0372286,74.76277144,94.64336505,74.68520631
8/6/22,0.000291047,0,0,449.0280509,66.54337774,358.1949364,66.21934935,170.0372286,74.76277144,94.64336505,74.68520631
8/7/22,0.000291047,0,0,449.0280509,66.54337774,358.1949364,66.21934935,170.0372286,74.76277144,94.64336505,74.68520631
8/8/22,0.000291047,0,0,449.0280509,66.54337774,358.1949364,66.21934935,170.0372286,74.76277144,94.64336505,74.68520631
8/9/22,0.000291047,0,0,449.0280509,66.54337774,358.1949364,66.21934935,170.0372286,74.76277144,94.64336505,74.68520631
8/10/22,0.000201898,0,0,481.0534928,71.28936428,213.1156787,39.39860713,56.35162354,24.77694789,29.82308012,23.53406274
8/11/22,0.000201898,0,0,481.0534928,71.28936428,213.1156787,39.39860713,56.35162354,24.77694789,29.82308012,23.53406274
8/12/22,0.000201898,0,0,481.0534928,71.28936428,213.1156787,39.39860713,56.35162354,24.77694789,29.82308012,23.53406274
8/13/22,0.000201898,0,0,481.0534928,71.28936428,213.1156787,39.39860713,56.35162354,24.77694789,29.82308012,23.53406274
8/14/22,0.000201898,0,0,481.0534928,71.28936428,213.1156787,39.39860713,56.35162354,24.77694789,29.82308012,23.53406274
8/15/22,0.000201898,0,0,481.0534928,71.28936428,213.1156787,39.39860713,56.35162354,24.77694789,29.82308012,23.53406274
8/16/22,0.000201898,0,0,481.0534928,71.28936428,213.1156787,39.39860713,56.35162354,24.77694789,29.82308012,23.53406274
8/17/22,0.000172605,0,0,422.8254165,62.66029785,174.0517049,32.1768665,37.50821218,16.49178782,32.05082827,25.29202887
8/18/22,0.000172605,0,0,422.8254165,62.66029785,174.0517049,32.1768665,37.50821218,16.49178782,32.05082827,25.29202887
8/19/22,0.000172605,0,0,422.8254165,62.66029785,174.0517049,32.1768665,37.50821218,16.49178782,32.05082827,25.29202887
8/20/22,0.000172605,0,0,422.8254165,62.66029785,174.0517049,32.1768665,37.50821218,16.49178782,32.05082827,25.29202887
8/21/22,0.000172605,0,0,422.8254165,62.66029785,174.0517049,32.1768665,37.50821218,16.49178782,32.05082827,25.29202887
8/22/22,0.000172605,0,0,422.8254165,62.66029785,174.0517049,32.1768665,37.50821218,16.49178782,32.05082827,25.29202887
8/23/22,0.000172605,0,0,422.8254165,62.66029785,174.0517049,32.1768665,37.50821218,16.49178782,32.05082827,25.29202887
8/24/22,0.000140743,0,0,238.9590674,35.41236112,179.4772569,33.17988605,63.40673963,27.87897463,42.75839198,33.74160802
8/25/22,0.000140743,0,0,238.9590674,35.41236112,179.4772569,33.17988605,63.40673963,27.87897463,42.75839198,33.74160802
8/26/22,0.000140743,0,0,238.9590674,35.41236112,179.4772569,33.17988605,63.40673963,27.87897463,42.75839198,33.74160802
8/27/22,0.000140743,0,0,238.9590674,35.41236112,179.4772569,33.17988605,63.40673963,27.87897463,42.75839198,33.74160802
8/28/22,0.000140743,0,0,238.9590674,35.41236112,179.4772569,33.17988605,63.40673963,27.87897463,42.75839198,33.74160802
8/29/22,0.000140743,0,0,238.9590674,35.41236112,179.4772569,33.17988605,63.40673963,27.87897463,42.75839198,33.74160802
8/30/22,0.000140743,0,0,238.9590674,35.41236112,179.4772569,33.17988605,63.40673963,27.87897463,42.75839198,33.74160802
8/31/22,7.25E-05,0,0,124.5185019,18.4529267,91.47480498,16.91090926,31.07823295,13.66462419,23.13983566,18.26016434
9/1/22,7.25E-05,0,0,124.5185019,18.4529267,91.47480498,16.91090926,31.07823295,13.66462419,23.13983566,18.26016434
9/2/22,7.25E-05,0,0,124.5185019,18.4529267,91.47480498,16.91090926,31.07823295,13.66462419,23.13983566,18.26016434
9/3/22,7.25E-05,0,0,124.5185019,18.4529267,91.47480498,16.91090926,31.07823295,13.66462419,23.13983566,18.26016434
9/4/22,7.25E-05,0,0,124.5185019,18.4529267,91.47480498,16.91090926,31.07823295,13.66462419,23.13983566,18.26016434
9/5/22,7.25E-05,0,0,124.5185019,18.4529267,91.47480498,16.91090926,31.07823295,13.66462419,23.13983566,18.26016434
9/6/22,7.25E-05,0,0,124.5185019,18.4529267,91.47480498,16.91090926,31.07823295,13.66462419,23.13983566,18.26016434
9/7/22,0.000137979,0,0,151.1690445,22.40238402,190.0028274,35.12574392,62.69229752,27.56484536,85.51678396,67.48321604
9/8/22,0.000137979,0,0,151.1690445,22.40238402,190.0028274,35.12574392,62.69229752,27.56484536,85.51678396,67.48321604
9/9/22,0.000137979,0,0,151.1690445,22.40238402,190.0028274,35.12574392,62.69229752,27.56484536,85.51678396,67.48321604
9/10/22,0.000137979,0,0,151.1690445,22.40238402,190.0028274,35.12574392,62.69229752,27.56484536,85.51678396,67.48321604
9/11/22,0.000137979,0,0,151.1690445,22.40238402,190.0028274,35.12574392,62.69229752,27.56484536,85.51678396,67.48321604
9/12/22,0.000137979,0,0,151.1690445,22.40238402,190.0028274,35.12574392,62.69229752,27.56484536,85.51678396,67.48321604
9/13/22,0.000137979,0,0,151.1690445,22.40238402,190.0028274,35.12574392,62.69229752,27.56484536,85.51678396,67.48321604
9/14/22,0.000142041,0,0,230.224856,34.11800116,111.5493471,20.62208154,91.80581463,40.36561401,73.8750033,58.29642531
9/15/22,0.000142041,0,0,230.224856,34.11800116,111.5493471,20.62208154,91.80581463,40.36561401,73.8750033,58.29642531
9/16/22,0.000142041,0,0,230.224856,34.11800116,111.5493471,20.62208154,91.80581463,40.36561401,73.8750033,58.29642531
9/17/22,0.000142041,0,0,230.224856,34.11800116,111.5493471,20.62208154,91.80581463,40.36561401,73.8750033,58.29642531
9/18/22,0.000142041,0,0,230.224856,34.11800116,111.5493471,20.62208154,91.80581463,40.36561401,73.8750033,58.29642531
9/19/22,0.000142041,0,0,230.224856,34.11800116,111.5493471,20.62208154,91.80581463,40.36561401,73.8750033,58.29642531
9/20/22,0.000142041,0,0,230.224856,34.11800116,111.5493471,20.62208154,91.80581463,40.36561401,73.8750033,58.29642531
9/21/22,0.000365715,0,0,203.126405,30.1021664,591.493668,109.3491891,252.8232112,111.1625031,225.5056034,177.9515394
9/22/22,0.000365715,0,0,203.126405,30.1021664,591.493668,109.3491891,252.8232112,111.1625031,225.5056034,177.9515394
9/23/22,0.000365715,0,0,203.126405,30.1021664,591.493668,109.3491891,252.8232112,111.1625031,225.5056034,177.9515394
9/24/22,0.000365715,0,0,203.126405,30.1021664,591.493668,109.3491891,252.8232112,111.1625031,225.5056034,177.9515394
9/25/22,0.000365715,0,0,203.126405,30.1021664,591.493668,109.3491891,252.8232112,111.1625031,225.5056034,177.9515394
9/26/22,0.000365715,0,0,203.126405,30.1021664,591.493668,109.3491891,252.8232112,111.1625031,225.5056034,177.9515394
9/27/22,0.000365715,0,0,203.126405,30.1021664,591.493668,109.3491891,252.8232112,111.1625031,225.5056034,177.9515394
9/28/22,0.000269823,0,0,168.3015362,24.94132088,473.8677029,87.60372572,184.5046818,81.12388958,131.3652782,103.6632932
9/29/22,0.000269823,0,0,168.3015362,24.94132088,473.8677029,87.60372572,184.5046818,81.12388958,131.3652782,103.6632932
9/30/22,0.000269823,0,0,168.3015362,24.94132088,473.8677029,87.60372572,184.5046818,81.12388958,131.3652782,103.6632932
10/1/22,0.000269823,0,0,168.3015362,24.94132088,473.8677029,87.60372572,184.5046818,81.12388958,131.3652782,103.6632932
10/2/22,0.000269823,0,0,168.3015362,24.94132088,473.8677029,87.60372572,184.5046818,81.12388958,131.3652782,103.6632932
10/3/22,0.000269823,0,0,168.3015362,24.94132088,473.8677029,87.60372572,184.5046818,81.12388958,131.3652782,103.6632932
10/4/22,0.000269823,0,0,168.3015362,24.94132088,473.8677029,87.60372572,184.5046818,81.12388958,131.3652782,103.6632932
10/5/22,0.000171887,0,0,163.038614,24.16138603,215.1773883,39.77975454,116.364763,51.16380838,106.2132829,83.81528849
10/6/22,0.000171887,0,0,163.038614,24.16138603,215.1773883,39.77975454,116.364763,51.16380838,106.2132829,83.81528849
10/7/22,0.000171887,0,0,163.038614,24.16138603,215.1773883,39.77975454,116.364763,51.16380838,106.2132829,83.81528849
10/8/22,0.000171887,0,0,163.038614,24.16138603,215.1773883,39.77975454,116.364763,51.16380838,106.2132829,83.81528849
10/9/22,0.000171887,0,0,163.038614,24.16138603,215.1773883,39.77975454,116.364763,51.16380838,106.2132829,83.81528849
10/10/22,0.000171887,0,0,163.038614,24.16138603,215.1773883,39.77975454,116.364763,51.16380838,106.2132829,83.81528849
10/11/22,0.000171887,0,0,163.038614,24.16138603,215.1773883,39.77975454,116.364763,51.16380838,106.2132829,83.81528849
10/12/22,0.000118193,0,0,124.5185019,18.45292669,137.7005072,25.45663567,47.42109683,20.85033174,98.09278155,77.40721841
10/13/22,0.000118193,0,0,124.5185019,18.45292669,137.7005072,25.45663567,47.42109683,20.85033174,98.09278155,77.40721841
10/14/22,0.000118193,0,0,124.5185019,18.45292669,137.7005072,25.45663567,47.42109683,20.85033174,98.09278155,77.40721841
10/15/22,0.000118193,0,0,124.5185019,18.45292669,137.7005072,25.45663567,47.42109683,20.85033174,98.09278155,77.40721841
10/16/22,0.000118193,0,0,124.5185019,18.45292669,137.7005072,25.45663567,47.42109683,20.85033174,98.09278155,77.40721841
10/17/22,0.000118193,0,0,124.5185019,18.45292669,137.7005072,25.45663567,47.42109683,20.85033174,98.09278155,77.40721841
10/18/22,0.000269658,0,0,275.1276611,40.77233893,252.6136964,46.7005893,218.6192939,96.12356328,181.4536803,143.1891769
10/19/22,0.000269658,0,0,275.1276611,40.77233893,252.6136964,46.7005893,218.6192939,96.12356328,181.4536803,143.1891769
10/20/22,0.000269658,0,0,275.1276611,40.77233893,252.6136964,46.7005893,218.6192939,96.12356328,181.4536803,143.1891769
10/21/22,0.000269658,0,0,275.1276611,40.77233893,252.6136964,46.7005893,218.6192939,96.12356328,181.4536803,143.1891769
10/22/22,0.000269658,0,0,275.1276611,40.77233893,252.6136964,46.7005893,218.6192939,96.12356328,181.4536803,143.1891769
10/23/22,0.000269658,0,0,275.1276611,40.77233893,252.6136964,46.7005893,218.6192939,96.12356328,181.4536803,143.1891769
10/24/22,0.000269658,0,0,275.1276611,40.77233893,252.6136964,46.7005893,218.6192939,96.12356328,181.4536803,143.1891769
10/25/22,0.000269658,0,0,275.1276611,40.77233893,252.6136964,46.7005893,218.6192939,96.12356328,181.4536803,143.1891769
10/26/22,0.000323103,0,0,328.4287464,48.67125359,464.4272426,85.85847173,248.090032,109.0813966,122.2386971,96.46130295
10/27/22,0.000323103,0,0,328.4287464,48.67125359,464.4272426,85.85847173,248.090032,109.0813966,122.2386971,96.46130295
10/28/22,0.000323103,0,0,328.4287464,48.67125359,464.4272426,85.85847173,248.090032,109.0813966,122.2386971,96.46130295
10/29/22,0.000323103,0,0,328.4287464,48.67125359,464.4272426,85.85847173,248.090032,109.0813966,122.2386971,96.46130295
10/30/22,0.000323103,0,0,328.4287464,48.67125359,464.4272426,85.85847173,248.090032,109.0813966,122.2386971,96.46130295
10/31/22,0.000323103,0,0,328.4287464,48.67125359,464.4272426,85.85847173,248.090032,109.0813966,122.2386971,96.46130295
11/1/22,0.000323103,0,0,328.4287464,48.67125359,464.4272426,85.85847173,248.090032,109.0813966,122.2386971,96.46130295
11/2/22,0.000209995,0,0,282.966056,41.93394403,271.7116391,50.23121804,103.7727203,45.62727962,101.0391582,79.7322704
11/3/22,0.000209995,0,0,282.966056,41.93394403,271.7116391,50.23121804,103.7727203,45.62727962,101.0391582,79.7322704
11/4/22,0.000209995,0,0,282.966056,41.93394403,271.7116391,50.23121804,103.7727203,45.62727962,101.0391582,79.7322704
11/5/22,0.000209995,0,0,282.966056,41.93394403,271.7116391,50.23121804,103.7727203,45.62727962,101.0391582,79.7322704
11/6/22,0.000209995,0,0,282.966056,41.93394403,271.7116391,50.23121804,103.7727203,45.62727962,101.0391582,79.7322704
11/7/22,0.000209995,0,0,282.966056,41.93394403,271.7116391,50.23121804,103.7727203,45.62727962,101.0391582,79.7322704
11/8/22,0.000209995,0,0,282.966056,41.93394403,271.7116391,50.23121804,103.7727203,45.62727962,101.0391582,79.7322704
11/9/22,0.000345072,0,0,431.2236967,63.90487474,575.6510565,106.4203721,175.8420709,77.31507194,97.87719312,77.23709267
11/10/22,0.000345072,0,0,431.2236967,63.90487474,575.6510565,106.4203721,175.8420709,77.31507194,97.87719312,77.23709267
11/11/22,0.000345072,0,0,431.2236967,63.90487474,575.6510565,106.4203721,175.8420709,77.31507194,97.87719312,77.23709267
11/12/22,0.000345072,0,0,431.2236967,63.90487474,575.6510565,106.4203721,175.8420709,77.31507194,97.87719312,77.23709267
11/13/22,0.000345072,0,0,431.2236967,63.90487474,575.6510565,106.4203721,175.8420709,77.31507194,97.87719312,77.23709267
11/14/22,0.000345072,0,0,431.2236967,63.90487474,575.6510565,106.4203721,175.8420709,77.31507194,97.87719312,77.23709267
11/15/22,0.000345072,0,0,431.2236967,63.90487474,575.6510565,106.4203721,175.8420709,77.31507194,97.87719312,77.23709267
11/16/22,0.00012991,0,0,289.7966572,42.9461999,169.7112634,31.37445088,15.27120068,6.714513612,27.16415491,21.43584509
11/17/22,0.00012991,0,0,289.7966572,42.9461999,169.7112634,31.37445088,15.27120068,6.714513612,27.16415491,21.43584509
11/18/22,0.00012991,0,0,289.7966572,42.9461999,169.7112634,31.37445088,15.27120068,6.714513612,27.16415491,21.43584509
11/19/22,0.00012991,0,0,289.7966572,42.9461999,169.7112634,31.37445088,15.27120068,6.714513612,27.16415491,21.43584509
11/20/22,0.00012991,0,0,289.7966572,42.9461999,169.7112634,31.37445088,15.27120068,6.714513612,27.16415491,21.43584509
11/21/22,0.00012991,0,0,289.7966572,42.9461999,169.7112634,31.37445088,15.27120068,6.714513612,27.16415491,21.43584509
11/22/22,0.00012991,0,0,289.7966572,42.9461999,169.7112634,31.37445088,15.27120068,6.714513612,27.16415491,21.43584509
11/23/22,0.000201732,0,0,244.6698981,36.25867341,325.9671581,60.26141333,109.309647,48.06178165,63.74234232,50.30051481
11/24/22,0.000201732,0,0,244.6698981,36.25867341,325.9671581,60.26141333,109.309647,48.06178165,63.74234232,50.30051481
11/25/22,0.000201732,0,0,244.6698981,36.25867341,325.9671581,60.26141333,109.309647,48.06178165,63.74234232,50.30051481
11/26/22,0.000201732,0,0,244.6698981,36.25867341,325.9671581,60.26141333,109.309647,48.06178165,63.74234232,50.30051481
11/27/22,0.000201732,0,0,244.6698981,36.25867341,325.9671581,60.26141333,109.309647,48.06178165,63.74234232,50.30051481
11/28/22,0.000201732,0,0,244.6698981,36.25867341,325.9671581,60.26141333,109.309647,48.06178165,63.74234232,50.30051481
11/29/22,0.000201732,0,0,244.6698981,36.25867341,325.9671581,60.26141333,109.309647,48.06178165,63.74234232,50.30051481
11/30/22,4.16E-05,0,0,132.2449197,19.59793744,35.37459838,6.539687333,0,0,0,0
12/1/22,4.16E-05,0,0,132.2449197,19.59793744,35.37459838,6.539687333,0,0,0,0
12/2/22,4.16E-05,0,0,132.2449197,19.59793744,35.37459838,6.539687333,0,0,0,0
12/3/22,4.16E-05,0,0,132.2449197,19.59793744,35.37459838,6.539687333,0,0,0,0
12/4/22,4.16E-05,0,0,132.2449197,19.59793744,35.37459838,6.539687333,0,0,0,0
12/5/22,4.16E-05,0,0,132.2449197,19.59793744,35.37459838,6.539687333,0,0,0,0
12/6/22,4.16E-05,0,0,132.2449197,19.59793744,35.37459838,6.539687333,0,0,0,0
12/7/22,0.000179237,0,0,226.977521,33.63676476,269.2158852,49.76982905,84.66139319,37.22432107,74.01872894,58.40984245
12/8/22,0.000179237,0,0,226.977521,33.63676476,269.2158852,49.76982905,84.66139319,37.22432107,74.01872894,58.40984245
12/9/22,0.000179237,0,0,226.977521,33.63676476,269.2158852,49.76982905,84.66139319,37.22432107,74.01872894,58.40984245
12/10/22,0.000179237,0,0,226.977521,33.63676476,269.2158852,49.76982905,84.66139319,37.22432107,74.01872894,58.40984245
12/11/22,0.000179237,0,0,226.977521,33.63676476,269.2158852,49.76982905,84.66139319,37.22432107,74.01872894,58.40984245
12/12/22,0.000179237,0,0,226.977521,33.63676476,269.2158852,49.76982905,84.66139319,37.22432107,74.01872894,58.40984245
12/13/22,0.000179237,0,0,226.977521,33.63676476,269.2158852,49.76982905,84.66139319,37.22432107,74.01872894,58.40984245
12/14/22,9.35E-05,0,0,195.2880102,28.9405613,50.13209955,9.267900453,53.67246553,23.59896305,41.53672364,32.77756208
12/15/22,9.35E-05,0,0,195.2880102,28.9405613,50.13209955,9.267900453,53.67246553,23.59896305,41.53672364,32.77756208
12/16/22,9.35E-05,0,0,195.2880102,28.9405613,50.13209955,9.267900453,53.67246553,23.59896305,41.53672364,32.77756208
12/17/22,9.35E-05,0,0,195.2880102,28.9405613,50.13209955,9.267900453,53.67246553,23.59896305,41.53672364,32.77756208
12/18/22,9.35E-05,0,0,195.2880102,28.9405613,50.13209955,9.267900453,53.67246553,23.59896305,41.53672364,32.77756208
12/19/22,9.35E-05,0,0,195.2880102,28.9405613,50.13209955,9.267900453,53.67246553,23.59896305,41.53672364,32.77756208
12/20/22,9.35E-05,0,0,195.2880102,28.9405613,50.13209955,9.267900453,53.67246553,23.59896305,41.53672364,32.77756208
12/21/22,6.60E-05,0,0,74.12882036,10.98546535,67.16833251,12.41738177,60.2810553,26.50465899,30.97288562,24.4414001
12/22/22,6.60E-05,0,0,74.12882036,10.98546535,67.16833251,12.41738177,60.2810553,26.50465899,30.97288562,24.4414001
12/23/22,6.60E-05,0,0,74.12882036,10.98546535,67.16833251,12.41738177,60.2810553,26.50465899,30.97288562,24.4414001
12/24/22,6.60E-05,0,0,74.12882036,10.98546535,67.16833251,12.41738177,60.2810553,26.50465899,30.97288562,24.4414001
12/25/22,6.60E-05,0,0,74.12882036,10.98546535,67.16833251,12.41738177,60.2810553,26.50465899,30.97288562,24.4414001
12/26/22,6.60E-05,0,0,74.12882036,10.98546535,67.16833251,12.41738177,60.2810553,26.50465899,30.97288562,24.4414001
12/27/22,6.60E-05,0,0,74.12882036,10.98546535,67.16833251,12.41738177,60.2810553,26.50465899,30.97288562,24.4414001
12/28/22,3.78E-05,0,0,95.96434905,14.22136526,33.52991073,6.198660692,14.82467433,6.518182803,2.587062371,2.041509057
12/29/22,3.78E-05,0,0,95.96434905,14.22136526,33.52991073,6.198660692,14.82467433,6.518182803,2.587062371,2.041509057
12/30/22,3.78E-05,0,0,95.96434905,14.22136526,33.52991073,6.198660692,14.82467433,6.518182803,2.587062371,2.041509057
12/31/22,3.78E-05,0,0,95.96434905,14.22136526,33.52991073,6.198660692,14.82467433,6.518182803,2.587062371,2.041509057
1/1/23,3.78E-05,0,0,95.96434905,14.22136526,33.52991073,6.198660692,14.82467433,6.518182803,2.587062371,2.041509057
1/2/23,3.78E-05,0,0,95.96434905,14.22136526,33.52991073,6.198660692,14.82467433,6.518182803,2.587062371,2.041509057
1/3/23,3.78E-05,0,0,95.96434905,14.22136526,33.52991073,6.198660692,14.82467433,6.518182803,2.587062371,2.041509057
1/4/23,0.000182968,0,0,189.1292713,28.02787158,337.3608171,62.36775435,102.0759203,44.88122256,48.86673368,38.56183774
1/5/23,0.000182968,0,0,189.1292713,28.02787158,337.3608171,62.36775435,102.0759203,44.88122256,48.86673368,38.56183774
1/6/23,0.000182968,0,0,189.1292713,28.02787158,337.3608171,62.36775435,102.0759203,44.88122256,48.86673368,38.56183774
1/7/23,0.000182968,0,0,189.1292713,28.02787158,337.3608171,62.36775435,102.0759203,44.88122256,48.86673368,38.56183774
1/8/23,0.000182968,0,0,189.1292713,28.02787158,337.3608171,62.36775435,102.0759203,44.88122256,48.86673368,38.56183774
1/9/23,0.000182968,0,0,189.1292713,28.02787158,337.3608171,62.36775435,102.0759203,44.88122256,48.86673368,38.56183774
1/10/23,0.000182968,0,0,189.1292713,28.02787158,337.3608171,62.36775435,102.0759203,44.88122256,48.86673368,38.56183774
1/11/23,4.55E-05,0,0,76.92824711,11.40032432,104.1705964,19.25797496,0,0,0,0
1/12/23,4.55E-05,0,0,76.92824711,11.40032432,104.1705964,19.25797496,0,0,0,0
1/13/23,4.55E-05,0,0,76.92824711,11.40032432,104.1705964,19.25797496,0,0,0,0
1/14/23,4.55E-05,0,0,76.92824711,11.40032432,104.1705964,19.25797496,0,0,0,0
1/15/23,4.55E-05,0,0,76.92824711,11.40032432,104.1705964,19.25797496,0,0,0,0
1/16/23,4.55E-05,0,0,76.92824711,11.40032432,104.1705964,19.25797496,0,0,0,0
1/17/23,4.55E-05,0,0,76.92824711,11.40032432,104.1705964,19.25797496,0,0,0,0
1/18/23,2.93E-05,0,0,81.0713987,12.01431558,9.874504458,1.825495544,21.61187464,9.502411077,0.215588531,0.170125755
1/19/23,2.93E-05,0,0,81.0713987,12.01431558,9.874504458,1.825495544,21.61187464,9.502411077,0.215588531,0.170125755
1/20/23,2.93E-05,0,0,81.0713987,12.01431558,9.874504458,1.825495544,21.61187464,9.502411077,0.215588531,0.170125755
1/21/23,2.93E-05,0,0,81.0713987,12.01431558,9.874504458,1.825495544,21.61187464,9.502411077,0.215588531,0.170125755
1/22/23,2.93E-05,0,0,81.0713987,12.01431558,9.874504458,1.825495544,21.61187464,9.502411077,0.215588531,0.170125755
1/23/23,2.93E-05,0,0,81.0713987,12.01431558,9.874504458,1.825495544,21.61187464,9.502411077,0.215588531,0.170125755
1/24/23,2.93E-05,0,0,81.0713987,12.01431558,9.874504458,1.825495544,21.61187464,9.502411077,0.215588531,0.170125755
1/25/23,0.000115015,0,0,85.43850443,12.66149557,214.2007889,39.59921102,76.89183497,33.80816503,40.53064382,31.98364189
1/26/23,0.000115015,0,0,85.43850443,12.66149557,214.2007889,39.59921102,76.89183497,33.80816503,40.53064382,31.98364189
1/27/23,0.000115015,0,0,85.43850443,12.66149557,214.2007889,39.59921102,76.89183497,33.80816503,40.53064382,31.98364189
1/28/23,0.000115015,0,0,85.43850443,12.66149557,214.2007889,39.59921102,76.89183497,33.80816503,40.53064382,31.98364189
1/29/23,0.000115015,0,0,85.43850443,12.66149557,214.2007889,39.59921102,76.89183497,33.80816503,40.53064382,31.98364189
1/30/23,0.000115015,0,0,85.43850443,12.66149557,214.2007889,39.59921102,76.89183497,33.80816503,40.53064382,31.98364189
1/31/23,0.000115015,0,0,85.43850443,12.66149557,214.2007889,39.59921102,76.89183497,33.80816503,40.53064382,31.98364189
2/1/23,0.000115319,0,0,86.67025221,12.84403351,214.2007889,39.59921102,76.89183497,33.80816503,40.53064382,31.98364189
2/2/23,0.000115319,0,0,86.67025221,12.84403351,214.2007889,39.59921102,76.89183497,33.80816503,40.53064382,31.98364189
2/3/23,0.000115319,0,0,86.67025221,12.84403351,214.2007889,39.59921102,76.89183497,33.80816503,40.53064382,31.98364189
2/4/23,0.000115319,0,0,86.67025221,12.84403351,214.2007889,39.59921102,76.89183497,33.80816503,40.53064382,31.98364189
2/5/23,0.000115319,0,0,86.67025221,12.84403351,214.2007889,39.59921102,76.89183497,33.80816503,40.53064382,31.98364189
2/6/23,0.000115319,0,0,86.67025221,12.84403351,214.2007889,39.59921102,76.89183497,33.80816503,40.53064382,31.98364189
2/7/23,0.000115319,0,0,86.67025221,12.84403351,214.2007889,39.59921102,76.89183497,33.80816503,40.53064382,31.98364189
2/8/23,0.000104016,0,0,55.20469553,8.18101876,284.0818974,52.51810257,40.54459127,17.82683731,14.30070589,11.2850084
2/9/23,0.000104016,0,0,55.20469553,8.18101876,284.0818974,52.51810257,40.54459127,17.82683731,14.30070589,11.2850084
2/10/23,0.000104016,0,0,55.20469553,8.18101876,284.0818974,52.51810257,40.54459127,17.82683731,14.30070589,11.2850084
2/11/23,0.000104016,0,0,55.20469553,8.18101876,284.0818974,52.51810257,40.54459127,17.82683731,14.30070589,11.2850084
2/12/23,0.000104016,0,0,55.20469553,8.18101876,284.0818974,52.51810257,40.54459127,17.82683731,14.30070589,11.2850084
2/13/23,0.000104016,0,0,55.20469553,8.18101876,284.0818974,52.51810257,40.54459127,17.82683731,14.30070589,11.2850084
2/14/23,0.000104016,0,0,55.20469553,8.18101876,284.0818974,52.51810257,40.54459127,17.82683731,14.30070589,11.2850084
2/15/23,6.69E-05,0,0,61.36343438,9.093708477,142.909037,26.41953441,39.56223333,17.39490953,8.120501332,6.408070094
2/16/23,6.69E-05,0,0,61.36343438,9.093708477,142.909037,26.41953441,39.56223333,17.39490953,8.120501332,6.408070094
2/17/23,6.69E-05,0,0,61.36343438,9.093708477,142.909037,26.41953441,39.56223333,17.39490953,8.120501332,6.408070094
2/18/23,6.69E-05,0,0,61.36343438,9.093708477,142.909037,26.41953441,39.56223333,17.39490953,8.120501332,6.408070094
2/19/23,6.69E-05,0,0,61.36343438,9.093708477,142.909037,26.41953441,39.56223333,17.39490953,8.120501332,6.408070094
2/20/23,6.69E-05,0,0,61.36343438,9.093708477,142.909037,26.41953441,39.56223333,17.39490953,8.120501332,6.408070094
2/21/23,6.69E-05,0,0,61.36343438,9.093708477,142.909037,26.41953441,39.56223333,17.39490953,8.120501332,6.408070094
2/22/23,4.04E-05,0,0,53.07713119,7.865725947,74.65559414,13.80154873,15.27120068,6.714513612,9.342169677,7.372116038
2/23/23,4.04E-05,0,0,53.07713119,7.865725947,74.65559414,13.80154873,15.27120068,6.714513612,9.342169677,7.372116038
2/24/23,4.04E-05,0,0,53.07713119,7.865725947,74.65559414,13.80154873,15.27120068,6.714513612,9.342169677,7.372116038
2/25/23,4.04E-05,0,0,53.07713119,7.865725947,74.65559414,13.80154873,15.27120068,6.714513612,9.342169677,7.372116038
2/26/23,4.04E-05,0,0,53.07713119,7.865725947,74.65559414,13.80154873,15.27120068,6.714513612,9.342169677,7.372116038
2/27/23,4.04E-05,0,0,53.07713119,7.865725947,74.65559414,13.80154873,15.27120068,6.714513612,9.342169677,7.372116038
2/28/23,4.04E-05,0,0,53.07713119,7.865725947,74.65559414,13.80154873,15.27120068,6.714513612,9.342169677,7.372116038
3/1/23,9.29E-06,0,0,37.62429553,5.575704469,0,0,0,0,0,0
3/2/23,9.29E-06,0,0,37.62429553,5.575704469,0,0,0,0,0,0
