file_name,rss(ToIHT_history)
st_11_2020-02-27_2020-11-08_transmission_lsq_estimated_data.csv,4421.709136548417
st_10_2020-02-27_2020-11-08_transmission_lsq_estimated_data.csv,4557.236472324712
