,date,hospitalized
199,9/3/20,1
200,9/4/20,2
201,9/5/20,4
202,9/6/20,2
203,9/7/20,2
204,9/8/20,1
205,9/9/20,3
206,9/10/20,1
207,9/11/20,0
208,9/12/20,1
209,9/13/20,3
210,9/14/20,0
211,9/15/20,1
212,9/16/20,1
213,9/17/20,2
214,9/18/20,2
215,9/19/20,2
216,9/20/20,0
217,9/21/20,0
218,9/22/20,1
219,9/23/20,1
220,9/24/20,1
221,9/25/20,1
222,9/26/20,0
223,9/27/20,0
224,9/28/20,2
225,9/29/20,0
226,9/30/20,0
227,10/1/20,1
228,10/2/20,0
229,10/3/20,1
230,10/4/20,1
231,10/5/20,1
232,10/6/20,0
233,10/7/20,0
234,10/8/20,1
235,10/9/20,0
236,10/10/20,2
237,10/11/20,0
238,10/12/20,0
239,10/13/20,0
240,10/14/20,2
241,10/15/20,3
242,10/16/20,1
243,10/17/20,1
244,10/18/20,2
245,10/19/20,2
246,10/20/20,0
247,10/21/20,1
248,10/22/20,2
249,10/23/20,1
250,10/24/20,0
251,10/25/20,0
252,10/26/20,0
253,10/27/20,2
254,10/28/20,4
255,10/29/20,2
256,10/30/20,1
257,10/31/20,3
258,11/1/20,1
259,11/2/20,1
260,11/3/20,0
261,11/4/20,0
262,11/5/20,2
263,11/6/20,3
264,11/7/20,0
265,11/8/20,0
266,11/9/20,0
267,11/10/20,2
268,11/11/20,0
269,11/12/20,0
270,11/13/20,1
271,11/14/20,1
272,11/15/20,2
273,11/16/20,4
274,11/17/20,3
275,11/18/20,2
276,11/19/20,1
277,11/20/20,6
278,11/21/20,1
279,11/22/20,2
280,11/23/20,1
281,11/24/20,2
282,11/25/20,2
283,11/26/20,3
284,11/27/20,7
285,11/28/20,3
286,11/29/20,1
287,11/30/20,1
288,12/1/20,3
289,12/2/20,3
290,12/3/20,1
291,12/4/20,2
292,12/5/20,1
293,12/6/20,1
294,12/7/20,1
295,12/8/20,2
296,12/9/20,2
297,12/10/20,2
298,12/11/20,3
299,12/12/20,2
300,12/13/20,3
301,12/14/20,4
302,12/15/20,2
303,12/16/20,4
304,12/17/20,4
305,12/18/20,5
306,12/19/20,6
307,12/20/20,6
308,12/21/20,3
309,12/22/20,0
310,12/23/20,1
311,12/24/20,1
312,12/25/20,3
313,12/26/20,2
314,12/27/20,3
315,12/28/20,7
316,12/29/20,6
317,12/30/20,5
318,12/31/20,6
319,1/1/21,8
320,1/2/21,3
321,1/3/21,4
322,1/4/21,2
323,1/5/21,6
324,1/6/21,6
325,1/7/21,5
326,1/8/21,13
327,1/9/21,10
328,1/10/21,8
329,1/11/21,4
330,1/12/21,8
331,1/13/21,7
332,1/14/21,10
333,1/15/21,10
334,1/16/21,14
335,1/17/21,6
336,1/18/21,8
337,1/19/21,5
338,1/20/21,6
339,1/21/21,8
340,1/22/21,8
341,1/23/21,7
342,1/24/21,15
343,1/25/21,7
344,1/26/21,6
345,1/27/21,8
346,1/28/21,6
347,1/29/21,7
348,1/30/21,7
349,1/31/21,6
350,2/1/21,7
351,2/2/21,4
352,2/3/21,9
353,2/4/21,8
354,2/5/21,3
355,2/6/21,6
356,2/7/21,3
357,2/8/21,7
358,2/9/21,2
359,2/10/21,9
360,2/11/21,7
361,2/12/21,2
362,2/13/21,4
363,2/14/21,4
364,2/15/21,1
365,2/16/21,2
366,2/17/21,4
367,2/18/21,3
368,2/19/21,4
369,2/20/21,8
370,2/21/21,4
371,2/22/21,5
372,2/23/21,7
373,2/24/21,1
374,2/25/21,3
375,2/26/21,2
376,2/27/21,4
377,2/28/21,3
378,3/1/21,6
379,3/2/21,0
380,3/3/21,1
381,3/4/21,3
382,3/5/21,1
383,3/6/21,0
384,3/7/21,2
385,3/8/21,1
386,3/9/21,0
387,3/10/21,2
388,3/11/21,2
389,3/12/21,2
390,3/13/21,1
391,3/14/21,0
392,3/15/21,0
393,3/16/21,0
394,3/17/21,2
395,3/18/21,1
396,3/19/21,1
397,3/20/21,1
398,3/21/21,1
399,3/22/21,2
400,3/23/21,1
401,3/24/21,2
402,3/25/21,2
403,3/26/21,5
404,3/27/21,1
405,3/28/21,2
406,3/29/21,1
407,3/30/21,0
408,3/31/21,2
409,4/1/21,2
410,4/2/21,2
411,4/3/21,2
412,4/4/21,3
413,4/5/21,1
414,4/6/21,0
415,4/7/21,2
416,4/8/21,1
417,4/9/21,4
418,4/10/21,0
419,4/11/21,1
420,4/12/21,1
421,4/13/21,0
422,4/14/21,0
423,4/15/21,1
424,4/16/21,1
425,4/17/21,1
426,4/18/21,3
427,4/19/21,1
428,4/20/21,0
429,4/21/21,0
430,4/22/21,0
431,4/23/21,0
432,4/24/21,2
433,4/25/21,1
434,4/26/21,0
435,4/27/21,0
436,4/28/21,1
437,4/29/21,0
438,4/30/21,2
439,5/1/21,1
440,5/2/21,1
441,5/3/21,1
442,5/4/21,0
443,5/5/21,2
444,5/6/21,0
445,5/7/21,0
446,5/8/21,0
447,5/9/21,0
448,5/10/21,1
449,5/11/21,0
450,5/12/21,1
451,5/13/21,0
452,5/14/21,1
453,5/15/21,1
454,5/16/21,0
455,5/17/21,2
456,5/18/21,0
457,5/19/21,1
458,5/20/21,0
459,5/21/21,1
460,5/22/21,1
461,5/23/21,1
462,5/24/21,0
463,5/25/21,1
464,5/26/21,1
465,5/27/21,0
466,5/28/21,1
467,5/29/21,1
468,5/30/21,5
469,5/31/21,0
470,6/1/21,2
471,6/2/21,0
472,6/3/21,0
473,6/4/21,1
474,6/5/21,0
475,6/6/21,1
476,6/7/21,3
477,6/8/21,1
478,6/9/21,0
479,6/10/21,1
480,6/11/21,0
481,6/12/21,0
482,6/13/21,1
483,6/14/21,1
484,6/15/21,0
485,6/16/21,1
486,6/17/21,2
487,6/18/21,0
488,6/19/21,1
489,6/20/21,2
490,6/21/21,0
491,6/22/21,0
492,6/23/21,0
493,6/24/21,0
494,6/25/21,0
495,6/26/21,0
496,6/27/21,0
497,6/28/21,0
498,6/29/21,2
499,6/30/21,1
500,7/1/21,0
501,7/2/21,0
502,7/3/21,2
503,7/4/21,0
504,7/5/21,0
505,7/6/21,1
506,7/7/21,0
507,7/8/21,1
508,7/9/21,1
509,7/10/21,0
510,7/11/21,1
511,7/12/21,2
512,7/13/21,1
513,7/14/21,1
514,7/15/21,0
515,7/16/21,3
516,7/17/21,0
517,7/18/21,0
518,7/19/21,0
519,7/20/21,1
520,7/21/21,2
521,7/22/21,1
522,7/23/21,2
523,7/24/21,2
524,7/25/21,3
525,7/26/21,1
526,7/27/21,3
527,7/28/21,1
528,7/29/21,1
529,7/30/21,0
530,7/31/21,1
531,8/1/21,4
532,8/2/21,3
533,8/3/21,3
534,8/4/21,6
535,8/5/21,1
536,8/6/21,4
537,8/7/21,8
538,8/8/21,4
539,8/9/21,9
540,8/10/21,9
541,8/11/21,9
542,8/12/21,6
543,8/13/21,9
544,8/14/21,5
545,8/15/21,5
546,8/16/21,7
547,8/17/21,4
548,8/18/21,7
549,8/19/21,9
550,8/20/21,7
551,8/21/21,9
552,8/22/21,3
553,8/23/21,6
554,8/24/21,8
555,8/25/21,6
556,8/26/21,5
557,8/27/21,9
558,8/28/21,9
559,8/29/21,14
560,8/30/21,9
561,8/31/21,8
562,9/1/21,7
563,9/2/21,8
564,9/3/21,14
565,9/4/21,9
566,9/5/21,11
567,9/6/21,8
568,9/7/21,7
569,9/8/21,5
570,9/9/21,6
571,9/10/21,11
572,9/11/21,5
573,9/12/21,7
574,9/13/21,4
575,9/14/21,9
576,9/15/21,7
577,9/16/21,6
578,9/17/21,4
579,9/18/21,6
580,9/19/21,8
581,9/20/21,14
582,9/21/21,9
583,9/22/21,6
584,9/23/21,6
585,9/24/21,7
586,9/25/21,3
587,9/26/21,6
588,9/27/21,1
589,9/28/21,3
590,9/29/21,6
591,9/30/21,4
592,10/1/21,7
593,10/2/21,5
594,10/3/21,5
595,10/4/21,0
596,10/5/21,1
597,10/6/21,5
598,10/7/21,9
599,10/8/21,3
600,10/9/21,3
601,10/10/21,5
602,10/11/21,1
603,10/12/21,1
604,10/13/21,3
605,10/14/21,3
606,10/15/21,4
607,10/16/21,1
608,10/17/21,3
609,10/18/21,5
610,10/19/21,1
611,10/20/21,2
612,10/21/21,1
613,10/22/21,0
614,10/23/21,1
615,10/24/21,1
616,10/25/21,2
617,10/26/21,2
618,10/27/21,2
619,10/28/21,2
620,10/29/21,0
621,10/30/21,4
622,10/31/21,2
623,11/1/21,3
624,11/2/21,0
625,11/3/21,3
626,11/4/21,0
627,11/5/21,2
628,11/6/21,1
629,11/7/21,1
630,11/8/21,1
631,11/9/21,2
632,11/10/21,4
633,11/11/21,2
634,11/12/21,0
635,11/13/21,3
636,11/14/21,1
637,11/15/21,0
638,11/16/21,2
639,11/17/21,3
640,11/18/21,2
641,11/19/21,0
642,11/20/21,1
643,11/21/21,0
644,11/22/21,0
645,11/23/21,0
646,11/24/21,0
647,11/25/21,2
648,11/26/21,2
649,11/27/21,1
650,11/28/21,1
651,11/29/21,1
652,11/30/21,1
653,12/1/21,1
654,12/2/21,0
655,12/3/21,3
656,12/4/21,3
657,12/5/21,2
658,12/6/21,3
659,12/7/21,0
660,12/8/21,3
661,12/9/21,6
662,12/10/21,0
663,12/11/21,1
664,12/12/21,0
665,12/13/21,0
666,12/14/21,0
667,12/15/21,1
668,12/16/21,1
669,12/17/21,1
670,12/18/21,0
671,12/19/21,0
672,12/20/21,0
673,12/21/21,2
674,12/22/21,0
675,12/23/21,1
676,12/24/21,1
677,12/25/21,0
678,12/26/21,0
679,12/27/21,1
680,12/28/21,1
681,12/29/21,1
682,12/30/21,1
683,12/31/21,1
684,1/1/22,2
685,1/2/22,1
686,1/3/22,2
687,1/4/22,0
688,1/5/22,3
689,1/6/22,2
690,1/7/22,2
691,1/8/22,2
692,1/9/22,4
693,1/10/22,3
694,1/11/22,5
695,1/12/22,2
696,1/13/22,2
697,1/14/22,2
698,1/15/22,5
699,1/16/22,6
700,1/17/22,3
701,1/18/22,3
702,1/19/22,12
703,1/20/22,5
704,1/21/22,8
705,1/22/22,2
706,1/23/22,6
707,1/24/22,9
708,1/25/22,7
709,1/26/22,4
710,1/27/22,10
711,1/28/22,2
712,1/29/22,6
713,1/30/22,4
714,1/31/22,3
715,2/1/22,5
716,2/2/22,8
717,2/3/22,4
718,2/4/22,4
719,2/5/22,5
720,2/6/22,1
721,2/7/22,3
722,2/8/22,4
723,2/9/22,8
724,2/10/22,2
725,2/11/22,3
726,2/12/22,3
727,2/13/22,3
728,2/14/22,6
729,2/15/22,5
730,2/16/22,5
731,2/17/22,1
732,2/18/22,4
733,2/19/22,4
734,2/20/22,0
735,2/21/22,7
736,2/22/22,1
737,2/23/22,2
738,2/24/22,0
739,2/25/22,1
740,2/26/22,3
741,2/27/22,2
742,2/28/22,1
743,3/1/22,3
744,3/2/22,0
745,3/3/22,3
746,3/4/22,1
747,3/5/22,0
748,3/6/22,2
749,3/7/22,2
750,3/8/22,2
751,3/9/22,0
752,3/10/22,0
753,3/11/22,0
754,3/12/22,1
755,3/13/22,1
756,3/14/22,2
757,3/15/22,1
758,3/16/22,0
759,3/17/22,0
760,3/18/22,1
761,3/19/22,1
762,3/20/22,0
763,3/21/22,1
764,3/22/22,0
765,3/23/22,1
766,3/24/22,0
767,3/25/22,0
768,3/26/22,1
769,3/27/22,1
770,3/28/22,0
771,3/29/22,2
772,3/30/22,3
773,3/31/22,1
774,4/1/22,3
775,4/2/22,0
776,4/3/22,1
777,4/4/22,0
